DMC,EDDI,FFMC,GEOID,NDMI_mean,NDVI_mean,ann_dewpoint,ann_humidity,ann_precip,ann_temp,bfi,fall_frost_days,fire_frequency,first_fall_frost,frost_days,fuel_load,growing_season_days,heat_index,lai,last_spring_frost,pct_shrubland,pct_tree_cover,slope_deg,soil_organic_C,soil_pH,soil_quality_index,soil_texture,spring_frost_days,topo_index,wind_chill,Value
109.72600937144652,0.0523492739611012,72.33008216177872,1053,0.2067111383010144,0.7046936072295633,287.44177883055124,69.60280948230431,0.1158000387441655,293.16400752319686,0.0545685950261213,0.0,1.864618126156588,366.0,9.66335146487385,0.4430010249397484,306.0,58.24269256817324,5.992916799296168,60.0,0.0,0.4430010249397484,0.7284180113299398,4.647956146186797,49.9301066935646,10.514404902991748,8.643589205533155,1.028968630952192,0.7342786733178438,21.433710766162555,35.9
109.2259513917811,-0.0809811232893781,71.14962575137378,1009,0.1934522946403193,0.6744694052916234,284.5422903022388,68.29180869077229,0.117409214439374,290.4342978563768,0.0514504149978234,1.0,1.0,326.0,36.91246448522708,0.3902572778150819,266.0,59.63448768198181,6.0,60.0,0.0,0.3902572778150819,2.2053918338455265,4.167273412478503,56.323965981661296,9.142433740255852,7.396772553125127,3.1776335044171264,2.2522957263113867,18.418185792677004,43.8
109.5754747606119,-0.0330035753452219,71.77760830860437,1021,0.1906703193687239,0.6868070155431383,285.88016152662664,69.81480282613151,0.117138816896733,291.4836748471651,0.0513688178922421,0.0680916827188489,1.2265356265356264,363.276332691246,20.20705208469502,0.4445826304213986,303.276332691246,58.66901178180744,5.999772690587365,60.0,0.0,0.4445826304213986,1.168465741129301,4.211381861367152,55.34117800875987,8.9154521038983,7.302960820204397,2.4428149783876227,1.1888409919037193,19.606670825172746,41.7
110.62886475580524,-0.1414069492950418,71.15999694374646,1043,0.1964160140695549,0.6609653960212977,284.53096164034594,68.31920159413295,0.1189528706665348,290.41539256355475,0.0513812828491464,1.0,1.0,326.0,38.04986490409417,0.3304722348469892,266.0,59.64397892614332,5.99820769387506,60.0,0.0,0.3304722348469892,1.401860240924921,3.4614774722089603,55.38363444340731,9.143256896257512,7.677667382678514,3.184955796138298,1.3693816427214949,18.39844709581027,53.6
102.76838061223567,0.0612817700020928,71.54280288137183,1121,0.1866260583520818,0.6648247555267784,285.3926816741661,70.06197528437242,0.1102221823396255,290.91755192452604,0.0519942103168347,0.6416420657867942,1.1546889745517364,340.33431736852816,28.68617260432076,0.4356488147743376,280.3343173685283,58.9323207968789,5.989883340332262,60.0,0.0,0.4356488147743376,1.4695040530277987,4.670473247881553,56.46551235379897,8.764919901699793,7.085958579338625,2.310903670937569,1.5085825564810853,18.99376988945437,40.3
121.37111377194609,-0.0719338256201023,71.09443374011948,1071,0.1938747797520907,0.6547983244989978,283.8602999984591,69.68673628379065,0.1315027743740262,289.4028256665815,0.0530722944869381,1.4408473796141064,1.0,325.55915262038576,44.78419167671772,0.4568564348070628,265.5591526203859,60.24513951886794,5.979039727330544,60.0,0.0,0.4568564348070628,4.211698167576102,6.072994381601726,56.3714655781239,9.79727087371081,7.139671477337077,5.0,4.236766459716873,17.37411123349059,35.0
116.51246626269634,0.152399656225409,71.28754441669516,1019,0.1862113448690877,0.6301456953796212,284.45390381285307,69.69353198521817,0.1257904089700196,290.0211020114115,0.0528754502397598,0.9837463878758818,1.067492456725425,326.6501444849645,37.29490580085049,0.4192087214750061,266.6501444849647,59.674879927430766,5.889113362232281,60.0,0.0,0.4192087214750061,1.7912615915527634,4.595716833437475,57.37116810728456,9.01187280771232,7.198363318536212,3.623624238141507,1.8095628980571283,18.03095316265982,30.3
107.76556292966492,-0.0308466097249545,71.76195355853865,1105,0.2005222627408469,0.7008055624401015,286.1542584360811,68.66887719936038,0.1145697807600698,292.0339801543321,0.05081005340626,0.1393937999438364,1.0040452156818267,360.42424800224654,18.13413722831416,0.4510282633590079,300.4242480022466,58.65504672052979,5.9997828442296575,60.0,0.0,0.4510282633590079,0.979519203600406,4.6946992187623495,54.23822057396148,8.59566973238947,6.77932697425067,2.2345407794807537,0.9791502238683274,20.20528123345158,27.7
113.88990047945398,0.1196362690858961,71.346402969226,1057,0.2101630578966122,0.7098526284438906,284.98164890627334,68.2264960356387,0.1221054556434279,290.9090631658364,0.0508150323602826,1.0,1.0,326.0,33.30910434986073,0.4805559231411679,266.0,59.31189826947367,5.999838884410448,60.0,0.0,0.4805559231411679,1.3663588797014232,4.753633912425147,53.94571841434964,9.292342464286524,7.219074295325996,3.0,1.3661308235612075,18.92781418899198,22.2
107.96024469404806,0.1102539939482908,72.06738597978585,1099,0.2145977772641695,0.7255884869181753,286.9886638130864,68.65280596454355,0.1139925913024187,292.9114572264339,0.0546227074444454,0.0,1.0534877758873844,366.0,13.47193489927188,0.4915045739556239,306.0,58.42950975834295,5.997212272792894,60.0,0.0,0.4915045739556239,1.0104721736887623,5.341507242234783,52.292607793799625,9.51340457957908,7.480572587345834,1.9237636980586308,1.0176044122551078,21.195202750496897,30.9
