DMC,EDDI,FFMC,GEOID,NDMI_mean,NDVI_mean,ann_dewpoint,ann_humidity,ann_precip,ann_temp,bfi,fall_frost_days,fire_frequency,first_fall_frost,frost_days,fuel_load,growing_season_days,heat_index,lai,last_spring_frost,pct_tree_cover,slope_deg,soil_organic_C,soil_pH,soil_quality_index,soil_texture,spring_frost_days,topo_index,wind_chill,Yeild
90.55041847820148,0.2275247792542858,71.35870673458162,1053,0.2050798620899694,0.6870117912692064,285.70370867207373,69.32656026402357,0.0964624426764972,291.41043654349824,0.048350933308054,1.888920749705309,1.8225419431773568,321.1110792502947,20.50651615475779,0.4077742731305022,261.1110792502948,58.80205788327951,5.992173419781855,60.0,0.4077742731305022,0.7284180113299398,4.647956146186797,49.9301066935646,10.514404902991748,8.643589205533155,0.0,0.7342786733178438,19.722953524272043,2.7
97.46410321079568,0.5046836127772187,70.64755775968588,1123,0.1948816970457964,0.6654428638992435,283.75093719182223,67.61521233460634,0.1050423903460638,289.7618747799629,0.0488821016967754,4.238161579154341,1.0114381405919424,317.1076904531829,28.26935062830629,0.4480660423409287,257.1076904531829,60.354593174430185,5.953396922518858,60.0,0.4480660423409287,1.15826941494723,5.769926778926775,54.11047566229892,9.53159289187912,7.143056554711767,0.9413671367848188,1.1632441220049885,17.939816691055256,2.95
91.54153297806629,0.3701349739621449,70.16846578543657,1009,0.171440393557674,0.6512737396334487,282.8495362190639,67.19368142154707,0.0991436880633925,288.9148357080667,0.0490086135234555,5.0,1.0,317.0,39.61701299449394,0.3447502563351394,257.0,61.3119494829147,5.999596474017928,60.0,0.3447502563351394,2.2053918338455265,4.167273412478503,56.32396598166128,9.14243374025585,7.396772553125127,2.281346823758867,2.2522957263113867,17.01761708990773,2.8
96.4353549079038,0.4052329857951074,70.43689831715868,1115,0.1782245834730338,0.6613943681829745,283.1767848032514,67.75081580618348,0.1043794004755432,289.12872452234905,0.0495273272514199,5.0,1.02243796562445,317.0,34.50305892523058,0.3939554301631192,257.0,60.956737667025,5.989932592216583,60.0,0.3939554301631192,2.1042048387628616,4.973790590683712,56.20983449168285,9.121298663350997,7.110854495201128,2.0,2.059715339775752,17.250187535346786,3.2
92.97864401956812,0.4567853142890097,70.4947093254356,1117,0.179819956827201,0.6493443648237619,283.57830766277783,67.50328660539239,0.1002680370120577,289.6067706644493,0.0493894032796337,5.0,1.0124926513815402,317.0,30.64851810631852,0.3907515271161413,257.0,60.51434791539626,5.985146154027022,60.0,0.3907515271161413,1.636231942028456,4.85461774829734,55.42580950812159,8.97100311076314,7.027954145081292,1.994834648909506,1.64911128490011,17.79041204619127,2.75
90.14214222693155,0.397900033572088,70.28022504210489,1073,0.1716363955846396,0.6329621443927472,283.3449139161028,66.76273669401283,0.0971565314452237,289.5347512911855,0.0489568882122788,5.0,1.0,317.0,34.66207626761897,0.3646461575562845,257.0,60.7354560173963,5.963541915377678,60.0,0.3646461575562845,1.7633303942481664,4.766148432014484,56.19164158397417,8.989458839851357,6.974445938972501,2.0,1.7697426800383809,17.715820478179047,2.5
95.2953442891586,0.5086665656390883,70.37754677259626,1127,0.1811623710456222,0.6710238673490264,283.2041246554642,67.17266339319734,0.1029704268447677,289.2908753283657,0.0486150101977213,5.0,1.0,317.0,36.55224574573917,0.4219867475000831,257.0,60.90445131039771,5.9950203999326455,60.0,0.4219867475000831,1.4833597853029912,4.321876170868233,53.359470739175066,9.219932056527217,7.300511018934481,2.690906252997117,1.4748215891680954,17.388149426526383,2.6
95.45224415076603,0.3687975366258288,70.68279956372713,1021,0.1800569017174916,0.6704515674467488,283.9759689558429,67.41404619827823,0.1026301808880688,290.045139682552,0.0489014744826906,4.317217950643184,1.1175653402401695,317.0,27.615775576987268,0.401133076627666,257.0,60.12881711380791,5.998870836393767,60.0,0.401133076627666,1.1684657411293005,4.211381861367152,55.34117800875987,8.9154521038983,7.3029608202043965,1.6215149298799625,1.188840991903719,18.304678627259964,2.15
90.76239323651863,0.2671410449899977,70.18585786303133,1043,0.1684678983260147,0.6339199605744715,282.8723278740206,67.46917917912137,0.0983527147585381,288.8742432502856,0.0487813893467998,5.0,1.0,317.0,41.566751014911446,0.3148415446559828,257.0,61.30188879218422,5.998073104137002,60.0,0.3148415446559828,1.4018602409249212,3.4614774722089603,55.38363444340731,9.143256896257514,7.677667382678513,2.974260833117324,1.369381642721495,16.915558655684904,2.95
97.70727325807098,0.5639935735974315,70.77439881420929,1037,0.2041516178435693,0.6991497109137463,283.9473977897306,68.14636287710461,0.1053085092412701,289.8442910711795,0.0487051357812909,4.311071357357148,1.248999692212989,317.0,28.07697066547897,0.4800137012776737,257.0,60.15888959399186,5.998874352798207,60.0,0.4800137012776737,1.3844576796417107,6.125508358317775,54.13514840266676,9.68297149600054,7.011264009013528,1.4907017686380757,1.3847703122864845,18.087151941922016,2.05
