system:index,DMC,EDDI,FFMC,NDMI_mean,NDVI_mean,ann_dewpoint,ann_humidity,ann_precip,ann_temp,bfi,crop_mode,fall_frost_days,fire_frequency,first_fall_frost,frost_days,fuel_load,growing_season_days,heat_index,lai,last_spring_frost,pct_tree_cover,slope_deg,soil_organic_C,soil_pH,soil_quality_index,soil_texture,spring_frost_days,topo_index,wind_chill,.geo
"-77,3574",69.73805249504062,0.18082192540168762,67.92349110041715,0.07923220843076706,0.4849572479724884,280.41864013671875,61.39414305469052,0.07561150938272476,287.7543640136719,0.05047697306512711,1,2.0,2.0,323.0,73.0,1.5411764705882351,263.0,63.79337651312725,0.24380000000000002,60.0,1.5411764705882351,1.7449126243591309,4.0,70.0,8.100000000000001,7.0,4.0,2.088504427031621,14.979519121421905,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-118,3575",69.54197047593111,0.23191781342029572,67.89097968163884,0.07277291268110275,0.42705103754997253,280.4026184082031,61.222961514993656,0.07536586374044418,287.7806091308594,0.05047697306512711,5,1.0,,323.0,72.0,0.3607843137254902,263.0,63.77903081646168,0.24380000000000002,60.0,0.3607843137254902,0.189124196767807,2.0,70.0,7.8,8.0,4.0,0.12322636266563554,15.003505465191939,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-117,3575",69.54197047593111,0.23191781342029572,67.89097968163884,0.07430130243301392,0.43639710545539856,280.4026184082031,61.222961514993656,0.07536586374044418,287.7806091308594,0.05047697306512711,5,1.0,,323.0,72.0,0.3607843137254902,263.0,63.77903081646168,0.24380000000000002,60.0,0.3607843137254902,0.07471103966236115,2.0,69.0,9.0,8.0,4.0,0.14825523861897866,15.003505465191939,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-116,3575",69.54197047593111,0.23191781342029572,67.89097968163884,0.07514648139476776,0.4308503568172455,280.4026184082031,61.222961514993656,0.07536586374044418,287.7806091308594,0.05047697306512711,1,1.0,,323.0,72.0,3.7294117647058824,263.0,63.77903081646168,0.24380000000000002,60.0,3.7294117647058824,0.11593621224164963,2.0,69.0,7.8,8.0,4.0,0.23187242448329926,15.003505465191939,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-109,3575",69.54197047593111,0.23410959541797638,67.89097968163884,0.04321838170289993,0.40980350971221924,280.4026184082031,61.222961514993656,0.07536586374044418,287.7806091308594,0.05047697306512711,5,1.0,,323.0,72.0,1.1725490196078432,263.0,63.77903081646168,0.24380000000000002,60.0,1.1725490196078432,0.37802088260650635,2.0,70.0,6.9,8.0,4.0,0.70936742515153,15.003505465191939,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-107,3575",69.54197047593111,0.23410959541797638,67.89097968163884,0.05592474341392517,0.4472023844718933,280.4026184082031,61.222961514993656,0.07536586374044418,287.7806091308594,0.05047697306512711,1,1.0,,323.0,72.0,18.376470588235293,263.0,63.77903081646168,0.24380000000000002,60.0,18.376470588235293,0.7114489674568176,3.0,69.0,7.6000000000000005,7.0,4.0,1.3541671326540143,15.003505465191939,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-106,3575",69.54197047593111,0.24301369488239288,67.89097968163884,0.060695987194776535,0.4469994008541107,280.4026184082031,61.222961514993656,0.07536586374044418,287.7806091308594,0.05047697306512711,1,1.0,,323.0,72.0,18.376470588235293,263.0,63.77903081646168,0.24380000000000002,60.0,18.376470588235293,0.7327450513839722,3.0,69.0,5.5,4.0,4.0,0.5358417568964724,15.003505465191939,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-117,3576",69.54197047593111,0.23191781342029572,67.89097968163884,0.0684489905834198,0.42769941687583923,280.4026184082031,61.222961514993656,0.07536586374044418,287.7806091308594,0.05047697306512711,5,1.0,,323.0,72.0,0.3607843137254902,263.0,63.77903081646168,0.24380000000000002,60.0,0.3607843137254902,0.09456607699394226,2.0,69.0,9.0,8.0,4.0,0.04341061233277137,15.003505465191939,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-116,3576",69.54197047593111,0.23191781342029572,67.89097968163884,0.064305879175663,0.4288098216056824,280.4026184082031,61.222961514993656,0.07536586374044418,287.7806091308594,0.05047697306512711,1,1.0,,323.0,72.0,3.7294117647058824,263.0,63.77903081646168,0.24380000000000002,60.0,3.7294117647058824,0.0747157484292984,2.0,70.0,7.8,8.0,4.0,0.04123759284878531,15.003505465191939,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-108,3576",69.54197047593111,0.23410959541797638,67.89097968163884,0.04759405925869942,0.41571754217147827,280.4026184082031,61.222961514993656,0.07536586374044418,287.7806091308594,0.05047697306512711,5,1.0,,323.0,72.0,1.1725490196078432,263.0,63.77903081646168,0.24380000000000002,60.0,1.1725490196078432,0.22414623200893402,2.0,71.0,5.3,4.0,4.0,0.12371221929096303,15.003505465191939,"{""type"":""MultiPoint"",""coordinates"":[]}"
