system:index,DMC,EDDI,FFMC,NDMI_mean,NDVI_mean,ann_dewpoint,ann_humidity,ann_precip,ann_temp,bfi,crop_mode,fall_frost_days,first_fall_frost,frost_days,fuel_load,growing_season_days,heat_index,lai,last_spring_frost,pct_tree_cover,slope_deg,soil_organic_C,soil_pH,soil_quality_index,soil_texture,spring_frost_days,topo_index,wind_chill,.geo
"-838,3601",46.97166134683147,0.3495890498161316,62.91205449294796,0.009374759159982204,0.3079231083393097,276.64202880859375,53.44109766713389,0.051251884549856186,285.85174560546875,0.047901638245516104,1,5.0,322.0,84.0,0.0,262.0,67.31563405923455,0.24380000000000002,60.0,0.0,0.2758710980415344,2.0,76.0,8.0,7.0,5.0,0.3253068845661143,12.790630242530943,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-837,3601",46.97166134683147,0.3495890498161316,62.91205449294796,0.017743296921253204,0.29913556575775146,276.64202880859375,53.44109766713389,0.051251884549856186,285.85174560546875,0.047901638245516104,1,5.0,322.0,84.0,0.0,262.0,67.31563405923455,0.24380000000000002,60.0,0.0,0.46971824765205383,2.0,76.0,8.0,7.0,5.0,0.718293780907937,12.790630242530943,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-830,3601",46.97166134683147,0.3578082323074341,62.91205449294796,0.033745843917131424,0.3690739572048187,276.64202880859375,53.44109766713389,0.051251884549856186,285.85174560546875,0.047901638245516104,24,5.0,322.0,84.0,0.0,262.0,67.31563405923455,0.24380000000000002,60.0,0.0,0.7794820070266724,2.0,77.0,7.1000000000000005,7.0,5.0,0.11828221311281512,12.790630242530943,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-827,3601",46.97166134683147,0.3594520688056946,62.91205449294796,0.02033953182399273,0.35102611780166626,276.64202880859375,53.44109766713389,0.051251884549856186,285.85174560546875,0.047901638245516104,4,5.0,322.0,84.0,0.0,262.0,67.31563405923455,0.24380000000000002,60.0,0.0,0.7854836583137512,2.0,78.0,7.1000000000000005,7.0,5.0,0.23388182004247943,12.790630242530943,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-872,3602",45.52079986474716,0.3943835496902466,62.33888074738077,0.012975597754120827,0.37235015630722046,276.2909851074219,52.083377842675404,0.04955476522445679,285.8657531738281,0.047901638245516104,24,6.0,322.0,84.0,0.0,262.0,67.26843209395034,0.24380000000000002,60.0,0.0,0.14945952594280243,2.0,77.0,8.7,8.0,5.0,0.08249065568865943,12.807401359528374,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-869,3602",45.52079986474716,0.38698628544807434,62.33888074738077,0.02247854694724083,0.35412707924842834,276.2909851074219,52.083377842675404,0.04955476522445679,285.8657531738281,0.047901638245516104,1,6.0,322.0,84.0,0.0,262.0,67.26843209395034,0.24380000000000002,60.0,0.0,0.13793379068374634,2.0,77.0,8.0,7.0,5.0,0.16287480274314808,12.807401359528374,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-862,3602",45.52079986474716,0.38999998569488525,62.33888074738077,0.027720371261239052,0.3476363718509674,276.2909851074219,52.083377842675404,0.04955476522445679,285.8657531738281,0.047901638245516104,1,5.0,322.0,83.0,0.0,262.0,67.26843209395034,0.24380000000000002,60.0,0.0,0.11593621224164963,2.0,76.0,9.0,8.0,5.0,0.0465530186572055,12.807401359528374,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-861,3602",45.52079986474716,0.38999998569488525,62.33888074738077,0.019059164449572563,0.3336579501628876,276.2909851074219,52.083377842675404,0.04955476522445679,285.8657531738281,0.047901638245516104,1,5.0,322.0,83.0,0.0,262.0,67.26843209395034,0.24380000000000002,60.0,0.0,0.28983843326568604,2.0,76.0,8.0,7.0,5.0,0.11638170447788218,12.807401359528374,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-860,3602",45.52079986474716,0.38999998569488525,62.33888074738077,0.027003416791558266,0.3385903239250183,276.2909851074219,52.083377842675404,0.04955476522445679,285.8657531738281,0.047901638245516104,1,5.0,322.0,83.0,0.0,262.0,67.26843209395034,0.24380000000000002,60.0,0.0,0.3225370943546295,2.0,77.0,8.0,7.0,5.0,0.11575089200314174,12.807401359528374,"{""type"":""MultiPoint"",""coordinates"":[]}"
"-858,3602",45.52079986474716,0.38999998569488525,62.33888074738077,0.021248463541269302,0.34682852029800415,276.2909851074219,52.083377842675404,0.04955476522445679,285.8657531738281,0.047901638245516104,4,5.0,322.0,83.0,0.0,262.0,67.26843209395034,0.24380000000000002,60.0,0.0,0.22931049764156342,2.0,77.0,8.0,7.0,5.0,0.3351235927525094,12.807401359528374,"{""type"":""MultiPoint"",""coordinates"":[]}"
