DMC,EDDI,FFMC,GEOID,NDMI_mean,NDVI_mean,ann_dewpoint,ann_humidity,ann_precip,ann_temp,bfi,fall_frost_days,fire_frequency,first_fall_frost,frost_days,fuel_load,growing_season_days,heat_index,lai,last_spring_frost,pct_tree_cover,slope_deg,soil_organic_C,soil_pH,soil_quality_index,soil_texture,spring_frost_days,topo_index,wind_chill,Yeild
125.43883747355848,-0.1611411862715479,72.95658812683484,1053,0.2174816142533121,0.7234113088985162,287.9422817547352,73.22604149817,0.1336198386755681,292.8673485545049,0.0539402253761785,0.0,2.048066068308932,366.0,12.190905819779688,0.4438331966520896,306.0,57.60643501249548,5.99370908652907,60.0,0.4438331966520896,0.7284180113299397,4.647956146186796,49.9301066935646,10.514404902991744,8.643589205533154,0.0,0.7342786733178436,21.2767348889222,713.0
118.79527424353712,-0.0152421164935948,71.87413530693246,1117,0.1793875499451912,0.6738593392836804,285.7548169576905,70.66203916864909,0.1275224198995326,291.16085756421825,0.0519257544170325,2.9770687591186262,1.0124926513815402,321.27047482323894,24.53872329879167,0.400662803732912,261.27047482323894,58.65652811434949,5.989755939352839,60.0,0.400662803732912,1.636231942028456,4.854617748297341,55.42580950812159,8.97100311076314,7.027954145081292,0.0835032359432868,1.6491112849001095,19.44123580505577,996.0
121.47665808102442,-0.0284546845287923,71.89546837305504,1121,0.1813716321432121,0.6776850218453574,285.6946650195483,71.00578695617232,0.1305868835211761,291.0203421107836,0.0522249570291505,2.88736639220234,1.2178800644183705,320.23896968577424,25.990474492841813,0.3894064545484494,260.23896968577424,58.66573447272703,5.989397043242854,60.0,0.3894064545484494,1.4695040530277987,4.670473247881551,56.46551235379897,8.764919901699793,7.085958579338624,0.3485924346630671,1.508582556481085,19.28539776956423,1109.0
132.43437032037147,0.0985754135342566,71.46478274464407,1019,0.1765750349557775,0.6363187353788975,284.62856940391816,70.20370543024877,0.1431044526259507,290.0880146406939,0.0521275701655869,3.837563567075094,1.065289192718335,319.1787897333653,34.01530846593561,0.4020249185000191,259.1787897333653,59.507567239697,5.879677329196131,60.0,0.4020249185000191,1.7912615915527637,4.595716833437475,57.37116810728456,9.01187280771232,7.198363318536212,1.1971222885408916,1.8095628980571288,18.351670048461383,1253.0
116.95467638649112,-0.2009932315453485,72.08715073927378,1105,0.2037571182626613,0.7184924515307238,286.50463415520005,70.0623695771396,0.124690813928869,292.07902995478383,0.0514422910983595,1.6239083017958211,1.0128005657708627,322.8891920766543,18.28484426648287,0.4491949314977141,262.88919207665435,58.37830037991578,5.999642660160809,60.0,0.4491949314977141,0.979519203600406,4.6946992187623495,54.23822057396148,8.59566973238947,6.77932697425067,0.0,0.9791502238683274,20.480620273100097,931.0
128.03648524488952,-0.0423541498088868,71.68548590488525,1057,0.2102165118061697,0.726183063666821,285.3309875204603,69.8715989696272,0.1376818970946154,290.89647325954786,0.0515623720060888,3.3351011390587626,1.0,318.0,28.506338897801108,0.4730036528262628,258.0,58.985121790344,5.999915474236309,60.0,0.4730036528262628,1.3663588797014232,4.753633912425148,53.94571841434964,9.292342464286529,7.219074295325998,0.0437650713107205,1.3661308235612075,19.22605964598232,943.0
115.77329352686228,-0.1478307599036582,72.59137067278668,1099,0.2187055820607575,0.7377263088002131,287.5025526814528,71.63664670725484,0.1230036202811508,292.7630064895976,0.0527130265837007,0.023118721875613,1.0557840392019602,365.1908447343537,12.572540424460495,0.4986457038010578,305.1908447343536,57.92419987746538,5.998744346150098,60.0,0.4986457038010578,1.010472173688762,5.341507242234783,52.29260779379963,9.513404579579078,7.480572587345833,0.0,1.0176044122551078,21.183161012926423,883.0
126.29111287838764,-0.2211118315104475,72.16837427313843,1087,0.1923746569438446,0.70949770300233,286.5593266230242,70.19766641681936,0.1348289933153335,292.1070149272678,0.0531009609032957,1.0,1.9373117058900584,331.0,17.865972208932433,0.428175211413744,271.0,58.3383158553129,5.997772980006601,60.0,0.428175211413744,0.6758107904143016,3.869955935487379,53.8482801741821,8.63976235313886,7.435565844689275,0.0131065830469425,0.6780701565789438,20.409436275884595,814.0
130.68397093597096,0.0161805509109058,73.01405098850312,1039,0.2175786805543621,0.7236587912239423,287.8566978196294,73.93373482537166,0.139627023411463,292.6238754361722,0.0537913904606913,0.021772874483649,1.388905134953493,365.2379493930722,13.77680509768508,0.4298822984610273,305.23794939307226,57.481469075312376,5.997423311641697,60.0,0.4298822984610273,0.7217154126117388,4.647883193574626,51.39035136032216,10.279232281525797,8.603408191477333,0.0,0.7143247111623985,21.02227963989454,760.0
119.6336337862203,0.0027425596810395,72.70610596181554,1035,0.2247904467502674,0.7489580834072881,287.5777490093566,72.3274780232587,0.1273557937546415,292.6871584746367,0.0534023813955373,0.019717423257379,1.1391232262154387,365.30989018599166,12.799767560275182,0.5143579982745131,305.3098901859917,57.79795035242658,6.0,60.0,0.5143579982745131,0.7951770873139516,4.812745609119495,50.6178288797693,9.877981211818152,7.938475720386809,0.0,0.781999681086588,21.09462972451445,635.0
